JOURNAL_ID,DEBIT,CREDIT,ACCOUNT,REASON,DATE
53a59e,200.0000,,Visa Network Settlement,card_transfer,"Sun, 01 Dec 2013 23:17:16 -0800"
48bd87,14.2800,,Stride Activity,card_purchase,"Sun, 01 Dec 2013 15:17:56 -0800"
48bd87,,14.2800,Visa Network Settlement,card_purchase,"Sun, 01 Dec 2013 15:17:56 -0800"
ced443,45.0000,,Stride Activity,card_purchase,"Sun, 01 Dec 2013 15:14:21 -0800"
ced443,,45.0000,Visa Network Settlement,card_purchase,"Sun, 01 Dec 2013 15:14:21 -0800"
9f4010,3.7900,,Stride Activity,card_purchase,"Sun, 01 Dec 2013 17:57:25 -0800"
9f4010,,3.7900,Visa Network Settlement,card_purchase,"Sun, 01 Dec 2013 17:57:25 -0800"
6901bf,5.0000,,Stride Activity,account_transfer,"Sun, 01 Dec 2013 08:26:11 -0800"
6901bf,,5.0000,Galileo Settlement,account_transfer,"Sun, 01 Dec 2013 08:26:11 -0800"
bbf8f5,5.1100,,Stride Activity,card_purchase,"Sun, 01 Dec 2013 17:57:25 -0800"
bbf8f5,,5.1100,Visa Network Settlement,card_purchase,"Sun, 01 Dec 2013 17:57:25 -0800"
5068d3,6.5300,,Stride Activity,card_purchase,"Sun, 01 Dec 2013 17:10:04 -0800"
5068d3,,6.5300,Visa Network Settlement,card_purchase,"Sun, 01 Dec 2013 17:10:04 -0800"
843020,77.8900,,Stride Activity,card_purchase,"Sun, 01 Dec 2013 08:19:00 -0800"
843020,,77.8900,Visa Network Settlement,card_purchase,"Sun, 01 Dec 2013 08:19:00 -0800"
34670d,,200.0000,Stride Activity,card_transfer,"Sun, 01 Dec 2013 06:51:54 -0800"
34670d,200.0000,,Visa Network Settlement,card_transfer,"Sun, 01 Dec 2013 06:51:54 -0800"
ad8b2d,7.6700,,Stride Activity,card_purchase,"Sun, 01 Dec 2013 00:25:18 -0800"
669a68,39.9400,,Stride Activity,card_purchase,"Sat, 30 Nov 2013 22:23:49 -0800"
669a68,,39.9400,Visa Network Settlement,card_purchase,"Sat, 30 Nov 2013 22:23:49 -0800"
ad8b2d,,7.6700,Visa Network Settlement,card_purchase,"Sun, 01 Dec 2013 00:25:18 -0800"
54f325,,80.0000,Stride Activity,account_transfer,"Sat, 30 Nov 2013 20:31:09 -0800"
54f325,80.0000,,Galileo Settlement,account_transfer,"Sat, 30 Nov 2013 20:31:09 -0800"
104753,,25.0000,Stride Activity,account_transfer,"Sat, 30 Nov 2013 19:19:33 -0800"
104753,25.0000,,Galileo Settlement,account_transfer,"Sat, 30 Nov 2013 19:19:33 -0800"
04da4d,1.0000,,Stride Activity,card_purchase,"Sat, 30 Nov 2013 13:56:44 -0800"
04da4d,,1.0000,Visa Network Settlement,card_purchase,"Sat, 30 Nov 2013 13:56:44 -0800"
5420b3,,8.3500,Stride Activity,account_transfer,"Sat, 30 Nov 2013 08:55:12 -0800"
5420b3,8.3500,,Galileo Settlement,account_transfer,"Sat, 30 Nov 2013 08:55:12 -0800"
c4ad64,30.0000,,Stride Activity,card_purchase,"Fri, 29 Nov 2013 10:16:42 -0800"
c4ad64,,30.0000,Visa Network Settlement,card_purchase,"Fri, 29 Nov 2013 10:16:42 -0800"
be23a6,,20.0000,Stride Activity,retail_cash_load_us,"Fri, 29 Nov 2013 09:50:31 -0800"
2f8276,,109.9400,Stride Activity,card_refund,"Fri, 29 Nov 2013 17:20:31 -0800"
2f8276,109.9400,,Visa Network Settlement,card_refund,"Fri, 29 Nov 2013 17:20:31 -0800"
39bdaf,,1.0000,Stride Activity,account_transfer,"Fri, 29 Nov 2013 15:24:49 -0800"
be23a6,20.0000,,Visa Network Settlement,retail_cash_load_us,"Fri, 29 Nov 2013 09:50:31 -0800"
1834bb,9.9900,,Stride Activity,card_purchase,"Fri, 29 Nov 2013 08:14:02 -0800"
1834bb,,9.9900,Visa Network Settlement,card_purchase,"Fri, 29 Nov 2013 08:14:02 -0800"
39bdaf,1.0000,,Galileo Settlement,account_transfer,"Fri, 29 Nov 2013 15:24:49 -0800"
159051,67.2900,,Stride Activity,card_purchase,"Fri, 29 Nov 2013 11:16:27 -0800"
159051,,67.2900,Visa Network Settlement,card_purchase,"Fri, 29 Nov 2013 11:16:27 -0800"
a76724,,9.5800,Visa Network Settlement,card_purchase,"Thu, 28 Nov 2013 14:37:22 -0800"
8e7c2f,2.9900,,Stride Activity,card_purchase,"Thu, 28 Nov 2013 07:30:29 -0800"
d93946,,58.7700,Visa Network Settlement,card_purchase,"Thu, 28 Nov 2013 17:57:22 -0800"
a76724,9.5800,,Stride Activity,card_purchase,"Thu, 28 Nov 2013 14:37:22 -0800"
d93946,58.7700,,Stride Activity,card_purchase,"Thu, 28 Nov 2013 17:57:22 -0800"
8e7c2f,,2.9900,Visa Network Settlement,card_purchase,"Thu, 28 Nov 2013 07:30:29 -0800"
45021c,9.7500,,Stride Activity,card_purchase,"Wed, 27 Nov 2013 22:39:30 -0800"
8590bb,,3.5000,Visa Network Settlement,card_purchase,"Wed, 27 Nov 2013 23:50:19 -0800"
45021c,,9.7500,Visa Network Settlement,card_purchase,"Wed, 27 Nov 2013 22:39:30 -0800"
8590bb,3.5000,,Stride Activity,card_purchase,"Wed, 27 Nov 2013 23:50:19 -0800"
2b465d,6.9900,,Stride Activity,card_purchase,"Wed, 27 Nov 2013 13:35:15 -0800"
7a1bc5,58.8000,,Stride Activity,card_purchase,"Wed, 27 Nov 2013 12:43:18 -0800"
7a1bc5,,58.8000,Visa Network Settlement,card_purchase,"Wed, 27 Nov 2013 12:43:18 -0800"
2b465d,,6.9900,Visa Network Settlement,card_purchase,"Wed, 27 Nov 2013 13:35:15 -0800"
e99b13,,24.3800,Visa Network Settlement,card_purchase,"Wed, 27 Nov 2013 02:16:49 -0800"
e99b13,24.3800,,Stride Activity,card_purchase,"Wed, 27 Nov 2013 02:16:49 -0800"
5b07f7,,28.3600,Visa Network Settlement,card_purchase,"Mon, 25 Nov 2013 23:08:17 -0800"
28de7c,,33.5700,Stride Activity,card_refund,"Mon, 25 Nov 2013 23:08:17 -0800"
28de7c,33.5700,,Visa Network Settlement,card_refund,"Mon, 25 Nov 2013 23:08:17 -0800"
6c3eeb,174.5000,,Stride Activity,card_purchase,"Mon, 25 Nov 2013 21:37:35 -0800"
aeb9c7,2.8000,,Stride Activity,card_purchase,"Tue, 26 Nov 2013 01:33:18 -0800"
aeb9c7,,2.8000,Visa Network Settlement,card_purchase,"Tue, 26 Nov 2013 01:33:18 -0800"
1a364f,8.7800,,Stride Activity,card_purchase,"Tue, 26 Nov 2013 00:27:07 -0800"
1a364f,,8.7800,Visa Network Settlement,card_purchase,"Tue, 26 Nov 2013 00:27:07 -0800"
95b2fc,12.2400,,Stride Activity,card_purchase,"Mon, 25 Nov 2013 23:08:17 -0800"
95b2fc,,12.2400,Visa Network Settlement,card_purchase,"Mon, 25 Nov 2013 23:08:17 -0800"
5b07f7,28.3600,,Stride Activity,card_purchase,"Mon, 25 Nov 2013 23:08:17 -0800"
6c3eeb,,174.5000,Visa Network Settlement,card_purchase,"Mon, 25 Nov 2013 21:37:35 -0800"
b550a2,12.8000,,Stride Activity,card_purchase,"Mon, 25 Nov 2013 21:32:46 -0800"
b550a2,,12.8000,Visa Network Settlement,card_purchase,"Mon, 25 Nov 2013 21:32:46 -0800"
0dd84f,,51.4800,Visa Network Settlement,card_purchase,"Sun, 24 Nov 2013 17:56:00 -0800"
695e4b,4.7500,,Stride Activity,card_purchase,"Sun, 24 Nov 2013 17:26:58 -0800"
695e4b,,4.7500,Visa Network Settlement,card_purchase,"Sun, 24 Nov 2013 17:26:58 -0800"
6b652c,15.8800,,Stride Activity,card_purchase,"Sun, 24 Nov 2013 17:16:19 -0800"
6b652c,,15.8800,Visa Network Settlement,card_purchase,"Sun, 24 Nov 2013 17:16:19 -0800"
743685,,50.0000,Stride Activity,account_transfer,"Sun, 24 Nov 2013 17:54:28 -0800"
743685,50.0000,,Galileo Settlement,account_transfer,"Sun, 24 Nov 2013 17:54:28 -0800"
123773,400.0000,,Stride Activity,card_purchase,"Sun, 24 Nov 2013 15:10:04 -0800"
123773,,400.0000,Visa Network Settlement,card_purchase,"Sun, 24 Nov 2013 15:10:04 -0800"
29af40,,100.0000,Stride Activity,card_transfer,"Sun, 24 Nov 2013 12:54:00 -0800"
55c09b,12.3400,,Stride Activity,card_purchase,"Sun, 24 Nov 2013 18:03:45 -0800"
55c09b,,12.3400,Visa Network Settlement,card_purchase,"Sun, 24 Nov 2013 18:03:45 -0800"
cd23df,,70.0000,Stride Activity,card_refund,"Sun, 24 Nov 2013 18:03:45 -0800"
cd23df,70.0000,,Visa Network Settlement,card_refund,"Sun, 24 Nov 2013 18:03:45 -0800"
0dd84f,51.4800,,Stride Activity,card_purchase,"Sun, 24 Nov 2013 17:56:00 -0800"
29af40,100.0000,,Visa Network Settlement,card_transfer,"Sun, 24 Nov 2013 12:54:00 -0800"
407edf,,50.0000,Stride Activity,account_transfer,"Sun, 24 Nov 2013 12:23:40 -0800"
407edf,50.0000,,Galileo Settlement,account_transfer,"Sun, 24 Nov 2013 12:23:40 -0800"
396f16,44.6000,,Stride Activity,card_purchase,"Sun, 24 Nov 2013 12:25:50 -0800"
396f16,,44.6000,Visa Network Settlement,card_purchase,"Sun, 24 Nov 2013 12:25:50 -0800"
172649,12.4800,,Stride Activity,card_purchase,"Sat, 23 Nov 2013 17:46:19 -0800"
172649,,12.4800,Visa Network Settlement,card_purchase,"Sat, 23 Nov 2013 17:46:19 -0800"
8b3d84,24.3500,,Stride Activity,card_purchase,"Sat, 23 Nov 2013 15:09:29 -0800"
8b3d84,,24.3500,Visa Network Settlement,card_purchase,"Sat, 23 Nov 2013 15:09:29 -0800"
b590ea,2.0000,,Stride Activity,account_transfer,"Sat, 23 Nov 2013 15:14:58 -0800"
56481b,8.3000,,Stride Activity,card_purchase,"Sat, 23 Nov 2013 07:35:05 -0800"
56481b,,8.3000,Visa Network Settlement,card_purchase,"Sat, 23 Nov 2013 07:35:05 -0800"
a9923c,2.0000,,Stride Activity,account_transfer,"Sat, 23 Nov 2013 13:27:08 -0800"
a9923c,,2.0000,Galileo Settlement,account_transfer,"Sat, 23 Nov 2013 13:27:08 -0800"
16db43,,1.0000,Stride Activity,account_transfer,"Sat, 23 Nov 2013 12:10:10 -0800"
16db43,1.0000,,Galileo Settlement,account_transfer,"Sat, 23 Nov 2013 12:10:10 -0800"
29893c,,62.0000,Stride Activity,card_refund,"Sat, 23 Nov 2013 07:22:04 -0800"
29893c,62.0000,,Visa Network Settlement,card_refund,"Sat, 23 Nov 2013 07:22:04 -0800"
cc7dd5,,1.0000,Stride Activity,account_transfer,"Sat, 23 Nov 2013 11:28:08 -0800"
cc7dd5,1.0000,,Galileo Settlement,account_transfer,"Sat, 23 Nov 2013 11:28:08 -0800"
b590ea,,2.0000,Galileo Settlement,account_transfer,"Sat, 23 Nov 2013 15:14:58 -0800"
2365d9,,2.0000,Stride Activity,account_transfer,"Sat, 23 Nov 2013 15:14:19 -0800"
2365d9,2.0000,,Galileo Settlement,account_transfer,"Sat, 23 Nov 2013 15:14:19 -0800"
d1e8db,31.9800,,Stride Activity,card_purchase,"Sat, 23 Nov 2013 12:27:02 -0800"
d1e8db,,31.9800,Visa Network Settlement,card_purchase,"Sat, 23 Nov 2013 12:27:02 -0800"
9af1cf,,6.5300,Stride Activity,card_refund,"Fri, 22 Nov 2013 21:57:16 -0800"
9af1cf,6.5300,,Visa Network Settlement,card_refund,"Fri, 22 Nov 2013 21:57:16 -0800"
d8fd74,18.2700,,Stride Activity,card_purchase,"Fri, 22 Nov 2013 21:57:16 -0800"
d8fd74,,18.2700,Visa Network Settlement,card_purchase,"Fri, 22 Nov 2013 21:57:16 -0800"
6f464b,16.1700,,Stride Activity,card_purchase,"Fri, 22 Nov 2013 21:57:16 -0800"
6f464b,,16.1700,Visa Network Settlement,card_purchase,"Fri, 22 Nov 2013 21:57:16 -0800"
a00fea,,400.0000,Stride Activity,card_transfer,"Fri, 22 Nov 2013 23:06:24 -0800"
a00fea,400.0000,,Visa Network Settlement,card_transfer,"Fri, 22 Nov 2013 23:06:24 -0800"
babf2c,,2.1900,Stride Activity,card_refund,"Fri, 22 Nov 2013 01:28:40 -0800"
babf2c,2.1900,,Visa Network Settlement,card_refund,"Fri, 22 Nov 2013 01:28:40 -0800"
07d176,,6.0000,Stride ACH Funding,ach_rdfi,"Wed, 20 Nov 2013 21:00:05 -0800"
07d176,6.0000,,Stride Activity,ach_rdfi,"Wed, 20 Nov 2013 21:00:05 -0800"
72f099,,3.0000,Stride Activity,ach_rdfi,"Wed, 20 Nov 2013 21:00:05 -0800"
72f099,3.0000,,Stride ACH Funding,ach_rdfi,"Wed, 20 Nov 2013 21:00:05 -0800"
191e63,20.0000,,Stride ACH Funding,ach_rdfi,"Mon, 18 Nov 2013 11:20:10 -0800"
d8561d,,14.0000,Stride ACH Funding,ach_rdfi,"Mon, 18 Nov 2013 11:20:10 -0800"
191e63,,20.0000,Stride Activity,ach_rdfi,"Mon, 18 Nov 2013 11:20:10 -0800"
d8561d,14.0000,,Stride Activity,ach_rdfi,"Mon, 18 Nov 2013 11:20:10 -0800"
423e8d,,7.5500,Visa Network Settlement,card_purchase,"Mon, 18 Nov 2013 01:45:58 -0800"
69fe20,136.7800,,Stride Activity,card_purchase,"Mon, 18 Nov 2013 00:49:14 -0800"
69fe20,,136.7800,Visa Network Settlement,card_purchase,"Mon, 18 Nov 2013 00:49:14 -0800"
fee33e,2.1100,,Stride Activity,card_purchase,"Mon, 18 Nov 2013 00:07:44 -0800"
fee33e,,2.1100,Visa Network Settlement,card_purchase,"Mon, 18 Nov 2013 00:07:44 -0800"
423e8d,7.5500,,Stride Activity,card_purchase,"Mon, 18 Nov 2013 01:45:58 -0800"
c3791e,,4.4300,Galileo Settlement,account_transfer,"Sun, 17 Nov 2013 13:07:08 -0800"
5a28bb,,260.0000,Stride Activity,account_transfer,"Sun, 17 Nov 2013 09:02:24 -0800"
5a28bb,260.0000,,Galileo Settlement,account_transfer,"Sun, 17 Nov 2013 09:02:24 -0800"
71339b,16.2200,,Stride Activity,card_purchase,"Sun, 17 Nov 2013 21:24:34 -0800"
71339b,,16.2200,Visa Network Settlement,card_purchase,"Sun, 17 Nov 2013 21:24:34 -0800"
185939,1.0000,,Stride Activity,account_transfer,"Sun, 17 Nov 2013 14:04:45 -0800"
185939,,1.0000,Galileo Settlement,account_transfer,"Sun, 17 Nov 2013 14:04:45 -0800"
07ec06,,1.0000,Stride Activity,account_transfer,"Sun, 17 Nov 2013 14:04:28 -0800"
07ec06,1.0000,,Galileo Settlement,account_transfer,"Sun, 17 Nov 2013 14:04:28 -0800"
2e324f,,50.0000,Stride Activity,retail_cash_load_us,"Sat, 16 Nov 2013 19:06:56 -0800"
2e324f,50.0000,,Visa Network Settlement,retail_cash_load_us,"Sat, 16 Nov 2013 19:06:56 -0800"
6e4143,33.0700,,Stride Activity,card_purchase,"Sat, 16 Nov 2013 17:58:34 -0800"
6e4143,,33.0700,Visa Network Settlement,card_purchase,"Sat, 16 Nov 2013 17:58:34 -0800"
9d43fe,0.9900,,Stride Activity,card_purchase,"Sat, 16 Nov 2013 17:53:51 -0800"
9d43fe,,0.9900,Visa Network Settlement,card_purchase,"Sat, 16 Nov 2013 17:53:51 -0800"
89df62,17.4100,,Stride Activity,card_purchase,"Sat, 16 Nov 2013 12:29:00 -0800"
89df62,,17.4100,Visa Network Settlement,card_purchase,"Sat, 16 Nov 2013 12:29:00 -0800"
7524e2,,3.5000,Stride Activity,account_transfer,"Sat, 16 Nov 2013 15:23:07 -0800"
7524e2,3.5000,,Galileo Settlement,account_transfer,"Sat, 16 Nov 2013 15:23:07 -0800"
1cd6ac,260.0000,,Stride Activity,account_transfer,"Sat, 16 Nov 2013 13:40:16 -0800"
1cd6ac,,260.0000,Galileo Settlement,account_transfer,"Sat, 16 Nov 2013 13:40:16 -0800"
3a1243,,8.8800,Stride Activity,account_transfer,"Sat, 16 Nov 2013 15:32:55 -0800"
3a1243,8.8800,,Galileo Settlement,account_transfer,"Sat, 16 Nov 2013 15:32:55 -0800"
9a5d4b,2.2500,,Stride Activity,account_transfer,"Sat, 16 Nov 2013 15:30:28 -0800"
9a5d4b,,2.2500,Galileo Settlement,account_transfer,"Sat, 16 Nov 2013 15:30:28 -0800"
f876aa,28.8000,,Stride Activity,card_purchase,"Thu, 14 Nov 2013 14:45:52 -0800"
f876aa,,28.8000,Visa Network Settlement,card_purchase,"Thu, 14 Nov 2013 14:45:52 -0800"
7bf09a,60.8300,,Stride Activity,card_purchase,"Thu, 14 Nov 2013 07:18:42 -0800"
7bf09a,,60.8300,Visa Network Settlement,card_purchase,"Thu, 14 Nov 2013 07:18:42 -0800"
620e71,20.0000,,Stride Activity,card_atm_withdrawal_us,"Thu, 14 Nov 2013 15:02:08 -0800"
620e71,,20.0000,Visa Network Settlement,card_atm_withdrawal_us,"Thu, 14 Nov 2013 15:02:08 -0800"
f62268,26.0000,,Stride Activity,card_purchase,"Thu, 14 Nov 2013 15:10:55 -0800"
f62268,,26.0000,Visa Network Settlement,card_purchase,"Thu, 14 Nov 2013 15:10:55 -0800"
62e189,,47.5500,Visa Network Settlement,card_purchase,"Wed, 13 Nov 2013 13:34:34 -0800"
370c98,19.9500,,Stride Activity,card_purchase,"Wed, 13 Nov 2013 12:42:17 -0800"
370c98,,19.9500,Visa Network Settlement,card_purchase,"Wed, 13 Nov 2013 12:42:17 -0800"
717097,12.9900,,Stride Activity,card_purchase,"Wed, 13 Nov 2013 10:08:29 -0800"
717097,,12.9900,Visa Network Settlement,card_purchase,"Wed, 13 Nov 2013 10:08:29 -0800"
aff6c1,29.6900,,Stride Activity,card_purchase,"Wed, 13 Nov 2013 07:39:54 -0800"
aff6c1,,29.6900,Visa Network Settlement,card_purchase,"Wed, 13 Nov 2013 07:39:54 -0800"
9d4851,8.8200,,Stride Activity,card_purchase,"Wed, 13 Nov 2013 14:20:08 -0800"
9d4851,,8.8200,Visa Network Settlement,card_purchase,"Wed, 13 Nov 2013 14:20:08 -0800"
62e189,47.5500,,Stride Activity,card_purchase,"Wed, 13 Nov 2013 13:34:34 -0800"
265bd1,30.0800,,Stride Activity,card_purchase,"Tue, 12 Nov 2013 12:44:13 -0800"
265bd1,,30.0800,Visa Network Settlement,card_purchase,"Tue, 12 Nov 2013 12:44:13 -0800"
5027be,20.0000,,Galileo Settlement,account_transfer,"Tue, 12 Nov 2013 20:06:22 -0800"
5027be,,20.0000,Stride Activity,account_transfer,"Tue, 12 Nov 2013 20:06:22 -0800"
0dd168,,27.2500,Visa Network Settlement,card_purchase,"Tue, 12 Nov 2013 01:52:01 -0800"
3b131c,4.4000,,Stride Activity,card_purchase,"Tue, 12 Nov 2013 01:48:19 -0800"
e32e45,,10.9700,Visa Network Settlement,card_purchase,"Tue, 12 Nov 2013 01:47:28 -0800"
1402c4,13.9900,,Stride Activity,card_purchase,"Tue, 12 Nov 2013 01:47:28 -0800"
1402c4,,13.9900,Visa Network Settlement,card_purchase,"Tue, 12 Nov 2013 01:47:28 -0800"
2b4b88,15.7200,,Stride Activity,card_purchase,"Tue, 12 Nov 2013 01:52:01 -0800"
2b4b88,,15.7200,Visa Network Settlement,card_purchase,"Tue, 12 Nov 2013 01:52:01 -0800"
0dd168,27.2500,,Stride Activity,card_purchase,"Tue, 12 Nov 2013 01:52:01 -0800"
3b131c,,4.4000,Visa Network Settlement,card_purchase,"Tue, 12 Nov 2013 01:48:19 -0800"
e32e45,10.9700,,Stride Activity,card_purchase,"Tue, 12 Nov 2013 01:47:28 -0800"
1d823a,,15.7200,Visa Network Settlement,card_purchase,"Sun, 10 Nov 2013 02:20:43 -0800"
1d823a,15.7200,,Stride Activity,card_purchase,"Sun, 10 Nov 2013 02:20:43 -0800"
56286d,,7.9300,Visa Network Settlement,card_purchase,"Thu, 07 Nov 2013 14:02:03 -0800"
e88eee,51.9800,,Stride Activity,card_purchase,"Thu, 07 Nov 2013 11:16:17 -0800"
e88eee,,51.9800,Visa Network Settlement,card_purchase,"Thu, 07 Nov 2013 11:16:17 -0800"
69449e,11.0300,,Stride Activity,card_purchase,"Thu, 07 Nov 2013 10:13:10 -0800"
69449e,,11.0300,Visa Network Settlement,card_purchase,"Thu, 07 Nov 2013 10:13:10 -0800"
15c412,11.2600,,Stride Activity,card_purchase,"Thu, 07 Nov 2013 08:23:38 -0800"
15c412,,11.2600,Visa Network Settlement,card_purchase,"Thu, 07 Nov 2013 08:23:38 -0800"
027dde,3.0000,,Stride Activity,card_purchase,"Thu, 07 Nov 2013 07:41:23 -0800"
4f9ec7,20.3200,,Stride Activity,card_purchase,"Thu, 07 Nov 2013 19:30:05 -0800"
4f9ec7,,20.3200,Visa Network Settlement,card_purchase,"Thu, 07 Nov 2013 19:30:05 -0800"
56286d,7.9300,,Stride Activity,card_purchase,"Thu, 07 Nov 2013 14:02:03 -0800"
027dde,,3.0000,Visa Network Settlement,card_purchase,"Thu, 07 Nov 2013 07:41:23 -0800"
8b9fcd,53.9500,,Stride Activity,card_purchase,"Wed, 06 Nov 2013 04:02:45 -0800"
